Countries Today:
countryRank;countryName;totalCases;newCases;totalDeaths;newDeaths;totalRecovered;newRecovered;activeCases;seriousCritical;totCases1Mpop;deaths1Mpop;totalTests;tests1Mpop;population
199    Fiji    32    None    2    None    28    None    2    1    36    2    11,034    12,285    898,194   
200    Dominica    31    None        None    24    None    7    None    430    None    2,612    36,261    72,034   
201    Timor-Leste    28    None        None    28    None    0    None    21    None    8,073    6,092    1,325,073   
202    New Caledonia    27    None        None    27    None    0    None    94    None    14,585    50,955    286,234   
203    Saint Lucia    27    None        None    27    None    0    None    147    None    8,439    45,901    183,854   
204    Grenada    24    None        None    24    None    0    None    213    None    6,252    55,492    112,664   
205    Laos    23    None        None    22    None    1    None    3    None    56,546    7,742    7,303,642   
206    Saint Kitts and Nevis    19    None        None    17    None    2    None    356    None    2,455    46,060    53,300   
207    Saint Pierre Miquelon    16    None        None    6    None    10    None    2,765    None    1,967    339,959    5,786   
208    Greenland    15    None        None    14    None    1    None    264    None    8,748    154,022    56,797   
209    Montserrat    13    None    1    None    12    None    0    None    2,604    200    483    96,735    4,993   
210    Falkland Islands    13    None        None    13    None    0    None    3,708    None    2,261    644,894    3,506   
211    Vatican City    12    None        None    12    None    0    None    14,963    None    None    None    802   
212    Western Sahara    10    None    1    None    8    None    1    None    17    2    None    None    601,177   
213    MS Zaandam    9    None    2    None    None    None    7    None    None    None    None    None       
214    Anguilla    3    None        None    3    None    0    None    199    None    1,020    67,824    15,039   
215    Solomon Islands    1    None        None    None    None    1    None    1    None    None    None    691,287   
216    China    85,500    +11    4,634    None    80,666    +16    200    2    59    3    160,000,000    111,163    1,439,323,776   

Countries Yesterday:
countryRank;countryName;totalCases;newCases;totalDeaths;newDeaths;totalRecovered;newRecovered;activeCases;seriousCritical;totCases1Mpop;deaths1Mpop;totalTests;tests1Mpop;population
1    China    85,489    +7    4,634    None    80,650    +15    205    2    59    3    160,000,000    111,163    1,439,323,776   
2    USA    7,776,224    +48,715    216,784    +932    4,983,380    +47,835    2,576,060    14,571    23,456    654    114,158,849    344,343    331,526,317   
3    India    6,832,988    +78,809    105,554    +963    5,824,462    +83,209    902,972    8,944    4,938    76    82,271,654    59,460    1,383,641,495   
4    Brazil    5,002,357    +31,404    148,304    +733    4,391,424    +38,553    462,629    8,318    23,489    696    17,900,000    84,051    212,966,256   
5    Russia    1,248,619    +11,115    21,865    +202    995,275    +6,699    231,479    2,300    8,555    150    48,700,000    333,673    145,951,488   
6    Colombia    877,683    +7,875    27,180    +163    773,973    +3,161    76,530    2,220    17,200    533    4,005,437    78,495    51,028,081   
7    Spain    872,276    +6,645    32,562    +76    N/A    N/A    N/A    1,568    18,654    696    13,689,776    292,769    46,759,706   
8    Argentina    840,915    +16,447    22,226    +399    670,725    +10,453    147,964    3,997    18,560    491    2,140,435    47,243    45,307,070   
9    Peru    835,662    +2,733    33,009    +95    723,606    +5,541    79,047    1,247    25,251    997    3,988,070    120,507    33,094,144   
10    Mexico    794,608    +4,828    82,348    +471    557,478    +3,541    154,782    2,417    6,146    637    2,021,255    15,633    129,295,487   
11    South Africa    685,155    +1,913    17,248    +145    618,127    +1,270    49,780    539    11,514    290    4,318,514    72,570    59,508,227   
12    France    653,509    +18,746    32,445    +80    99,793    +498    521,271    1,416    10,006    497    11,723,039    179,491    65,312,702   
13    UK    544,275    +14,162    42,515    +70    N/A    N/A    N/A    410    8,006    625    26,417,989    388,601    67,982,314   
14    Iran    483,844    +4,019    27,658    +239    397,109    +2,309    59,077    4,274    5,741    328    4,207,631    49,925    84,279,733   
15    Chile    474,440    +1,134    13,090    +20    447,053    +1,635    14,297    818    24,762    683    3,548,773    185,215    19,160,279   
16    Iraq    391,044    +3,923    9,604    +73    319,784    +3,413    61,656    506    9,665    237    2,419,252    59,795    40,459,293   
17    Bangladesh    373,151    +1,520    5,440    +35    286,631    +1,798    81,080    None    2,260    33    2,026,808    12,274    165,129,131   
18    Saudi Arabia    337,711    +468    4,947    +24    323,208    +596    9,556    913    9,661    142    6,828,117    195,324    34,957,825   
19    Italy    333,940    +3,678    36,061    +31    235,303    +1,204    62,576    337    5,525    597    12,069,402    199,700    60,437,566   
20    Philippines    329,506    +2,694    5,925    +60    273,621    +335    49,960    1,758    2,996    54    3,979,197    36,184    109,969,812   
21    Turkey    329,138    +1,581    8,609    +56    288,954    +1,355    31,575    1,411    3,891    102    11,160,946    131,954    84,581,980   
22    Pakistan    316,351    +624    6,535    +12    301,288    +672    8,528    499    1,425    29    3,730,221    16,801    222,023,626   
23    Indonesia    315,714    +4,538    11,472    +98    240,291    +3,854    63,951    None    1,151    42    3,595,719    13,109    274,298,026   
24    Germany    311,113    +3,994    9,652    +17    267,700    +2,100    33,761    470    3,710    115    16,999,253    202,718    83,856,524   
25    Israel    281,481    +4,455    1,824    +27    216,613    +5,216    63,044    866    30,604    198    3,832,435    416,678    9,197,590   
26    Ukraine    239,337    +4,753    4,597    +77    105,970    +2,569    128,770    177    5,482    105    2,455,407    56,237    43,661,584   
27    Canada    173,123    +1,800    9,541    +11    145,666    +1,672    17,916    143    4,576    252    7,825,602    206,857    37,831,018   
28    Netherlands    149,988    +4,989    6,518    +36    N/A    N/A    N/A    231    8,748    380    2,656,731    154,955    17,145,159   
29    Ecuador    143,531    +1,475    11,743    +41    120,511    None    11,277    354    8,103    663    455,122    25,692    17,714,234   
30    Romania    142,570    +2,958    5,203    +82    111,564    +1,666    25,803    612    7,425    271    2,568,071    133,737    19,202,403   
31    Morocco    140,024    +2,776    2,439    +29    118,142    +2,788    19,443    424    3,782    66    2,778,365    75,035    37,027,450   
32    Bolivia    137,468    +361    8,156    +27    98,542    +535    30,770    71    11,734    696    309,523    26,420    11,715,437   
33    Belgium    134,291    +2,088    10,092    +14    19,812    +93    104,387    189    11,574    870    3,448,895    297,235    11,603,264   
34    Qatar    127,181    +238    218    +2    124,108    +215    2,855    55    45,296    78    810,027    288,491    2,807,805   
35    Panama    117,300    +698    2,448    +8    93,610    +660    21,242    120    27,073    565    520,582    120,149    4,332,796   
36    Dominican Republic    116,148    +777    2,159    +10    92,157    +588    21,832    190    10,678    198    502,680    46,215    10,877,062   
37    Kuwait    108,743    +475    639    +7    100,776    +597    7,328    127    25,364    149    768,691    179,292    4,287,362   
38    Kazakhstan    108,362    +66    1,746    None    103,465    +98    3,151    221    5,753    93    3,045,439    161,676    18,836,704   
39    Poland    107,319    +3,003    2,791    +74    75,346    +1,188    29,182    283    2,836    74    3,533,697    93,397    37,835,307   
40    Egypt    104,035    +133    6,010    +9    97,492    +43    533    41    1,012    58    135,000    1,313    102,843,979   
41    Oman    103,465    +817    1,000    +10    91,329    +54    11,136    211    20,127    195    376,700    73,281    5,140,517   
42    UAE    101,840    +1,046    436    +1    91,710    +1,154    9,694    None    10,264    44    10,434,795    1,051,649    9,922,317   
43    Sweden    96,677    None    5,892    +5    N/A    N/A    N/A    23    9,557    582    1,661,484    164,239    10,116,245   
44    Guatemala    95,704    +834    3,335    +25    84,036    +556    8,333    5    5,316    185    347,374    19,295    18,003,118   
45    Czechia    95,360    +5,338    829    +35    50,767    +1,979    43,764    326    8,900    77    1,494,776    139,511    10,714,375   
46    Nepal    94,253    +3,439    578    +15    68,668    +1,126    25,007    None    3,220    20    1,113,486    38,035    29,275,375   
47    Japan    86,543    +496    1,605    +3    79,676    +605    5,262    141    685    13    2,218,653    17,557    126,370,560   
48    Costa Rica    83,497    +1,355    1,024    +20    50,295    +275    32,178    203    16,351    201    245,115    48,000    5,106,602   
49    Belarus    81,505    +415    874    +6    75,683    +307    4,948    None    8,626    93    1,976,828    209,222    9,448,476   
50    Portugal    81,256    +944    2,040    +8    51,037    +325    28,179    104    7,975    200    2,711,918    266,172    10,188,579   
51    Ethiopia    80,895    +892    1,255    +17    35,670    +710    43,970    245    699    11    1,321,164    11,418    115,707,583   
52    Honduras    80,662    +642    2,447    +14    30,131    +363    48,084    26    8,110    246    189,176    19,020    9,946,409   
53    Venezuela    80,404    +608    671    +6    71,531    +812    8,202    198    2,830    24    1,969,847    69,327    28,413,910   
54    Bahrain    73,932    +456    262    None    69,411    +805    4,259    69    43,065    153    1,509,071    879,030    1,716,745   
55    Nigeria    59,738    +155    1,113    None    51,403    +95    7,222    7    288    5    543,415    2,619    207,474,408   
56    Uzbekistan    59,579    +236    491    +2    56,165    +107    2,923    252    1,773    15    1,377,915    41,012    33,598,229   
57    Moldova    58,794    +1,062    1,406    +17    42,480    +542    14,908    755    14,584    349    302,666    75,077    4,031,401   
58    Singapore    57,840    +10    27    None    57,624    +12    189    1    9,866    5    3,072,368    524,052    5,862,716   
59    Switzerland    57,709    +1,077    2,082    +1    47,300    None    8,327    42    6,655    240    1,439,599    166,012    8,671,658   
60    Armenia    53,755    +672    995    +5    45,110    +178    7,650    None    18,131    336    312,823    105,514    2,964,747   
61    Algeria    52,520    +121    1,771    +3    36,857    +94    13,892    25    1,192    40    None    None    44,060,390   
62    Austria    50,848    +1,029    830    +8    40,499    +709    9,519    100    5,637    92    1,735,094    192,355    9,020,266   
63    Lebanon    48,377    +1,459    433    +9    21,120    +630    26,824    167    7,096    64    927,346    136,033    6,817,067   
64    Kyrgyzstan    48,097    +298    1,069    +3    43,798    +154    3,230    24    7,340    163    276,522    42,200    6,552,729   
65    Ghana    46,829    None    303    None    46,060    None    466    4    1,499    10    488,427    15,633    31,243,580   
66    Paraguay    46,435    +788    989    +23    29,270    +724    16,176    151    6,489    138    296,536    41,439    7,155,930   
67    Palestine    42,840    +408    355    +6    35,953    +354    6,532    None    8,347    69    441,785    86,076    5,132,482   
68    Azerbaijan    41,113    +182    602    +2    38,858    +145    1,653    None    4,045    59    1,150,658    113,212    10,163,709   
69    Kenya    39,907    +321    748    +5    31,659    +4,328    7,500    None    738    14    565,336    10,453    54,082,266   
70    Ireland    39,584    +611    1,816    +5    23,364    None    14,404    25    7,993    367    1,271,317    256,700    4,952,539   
71    Afghanistan    39,548    +62    1,469    +2    33,045    +68    5,034    93    1,010    38    113,020    2,886    39,158,322   
72    Libya    39,513    +1,045    608    +6    22,831    +421    16,074    None    5,730    88    230,501    33,424    6,896,184   
73    Serbia    34,193    +121    758    +1    31,536    None    1,899    20    3,918    87    1,173,582    134,466    8,727,731   
74    Hungary    33,114    +816    877    +24    9,149    +426    23,088    41    3,430    91    781,023    80,904    9,653,647   
75    Denmark    30,710    +331    663    None    24,240    +585    5,807    15    5,297    114    4,166,217    718,595    5,797,725   
76    El Salvador    29,737    +103    873    +4    24,643    +118    4,221    32    4,578    134    413,036    63,592    6,495,046   
77    Bosnia and Herzegovina    29,075    +365    908    +5    22,614    +340    5,553    None    8,877    277    253,264    77,328    3,275,211   
78    Australia    27,182    +8    897    +2    24,937    +20    1,348    6    1,063    35    7,851,776    306,962    25,578,966   
79    Tunisia    24,542    +2,312    364    +43    5,032    None    19,146    124    2,071    31    256,667    21,656    11,851,736   
80    S. Korea    24,353    +114    425    +3    22,334    +251    1,594    102    475    8    2,378,073    46,373    51,281,182   
81    Bulgaria    22,743    +437    873    +11    15,448    +138    6,422    53    3,280    126    556,761    80,294    6,934,044   
82    Myanmar    21,433    +1,400    510    +39    6,084    +302    14,839    None    393    9    355,271    6,518    54,508,077   
83    Greece    20,947    +406    424    +4    9,989    None    10,534    88    2,012    41    1,379,036    132,484    10,409,091   
84    Cameroon    20,924    None    420    None    19,764    None    740    30    783    16    149,000    5,577    26,718,466   
85    Jordan    20,200    +1,199    131    +9    5,575    +189    14,494    48    1,975    13    1,351,112    132,070    10,230,283   
86    Ivory Coast    19,935    +32    120    None    19,550    +11    265    None    751    5    168,309    6,340    26,548,935   
87    North Macedonia    19,413    +317    772    +4    15,749    +104    2,892    3    9,318    371    199,372    95,698    2,083,351   
88    Croatia    18,447    +363    309    +5    16,308    +116    1,830    26    4,501    75    338,594    82,618    4,098,311   
89    Madagascar    16,633    +33    235    +1    15,808    +110    590    20    597    8    73,747    2,645    27,876,693   
90    Zambia    15,224    +54    335    None    14,342    +29    547    None    822    18    172,435    9,312    18,517,682   
91    Senegal    15,174    +33    313    +1    12,998    +62    1,863    4    900    19    184,934    10,970    16,858,879   
92    Norway    15,013    +229    275    None    11,863    +673    2,875    3    2,763    51    1,119,418    206,054    5,432,642   
93    Albania    14,730    +162    407    +4    9,115    +150    5,208    23    5,120    141    90,441    31,437    2,876,940   
94    Slovakia    14,689    +877    55    None    5,200    +173    9,434    42    2,690    10    508,713    93,165    5,460,361   
95    Malaysia    13,993    +489    141    None    10,501    +74    3,351    40    431    4    1,627,612    50,116    32,476,618   
96    Sudan    13,668    +15    836    None    6,764    None    6,068    None    310    19    None    None    44,117,428   
97    Montenegro    12,794    +210    190    +2    8,907    +350    3,697    17    20,370    303    73,768    117,449    628,088   
98    Namibia    11,714    +41    126    +1    9,673    +62    1,915    7    4,588    49    105,386    41,278    2,553,069   
99    Finland    11,049    +120    346    None    8,500    +400    2,203    5    1,993    62    1,111,771    200,570    5,543,058   
100    Guinea    10,863    None    68    None    10,176    None    619    24    821    5    33,676    2,546    13,225,468   
101    DRC    10,804    +15    276    +2    10,239    None    289    None    120    3    None    None    90,265,509   
102    Maldives    10,656    +35    34    None    9,547    +81    1,075    12    19,622    63    150,743    277,579    543,063   
103    French Guiana    10,103    +33    69    None    9,773    +32    261    6    33,598    229    68,644    228,281    300,700   
104    Tajikistan    10,055    +41    78    None    8,876    +39    1,101    None    1,048    8    None    None    9,593,845   
105    Georgia    9,753    +508    63    +5    5,235    +348    4,455    None    2,446    16    679,169    170,343    3,987,076   
106    Mozambique    9,494    +96    68    +1    6,812    +454    2,614    None    302    2    148,538    4,718    31,482,874   
107    Uganda    9,260    +178    85    +1    5,588    +131    3,587    None    201    2    497,498    10,788    46,113,737   
108    Luxembourg    9,119    +140    128    None    7,900    +107    1,091    2    14,505    204    869,412    1,382,919    628,679   
109    Haiti    8,838    None    229    None    7,013    None    1,596    None    773    20    29,115    2,545    11,439,646   
110    Gabon    8,815    +7    54    None    8,164    +29    597    3    3,936    24    192,123    85,789    2,239,484   
111    Zimbabwe    7,919    +4    229    None    6,441    +1    1,249    None    531    15    160,921    10,785    14,920,470   
112    Mauritania    7,535    +6    162    None    7,212    +4    161    3    1,610    35    81,325    17,372    4,681,502   
113    Jamaica    7,191    +82    126    +3    2,700    +26    4,365    12    2,426    43    82,411    27,798    2,964,662   
114    Slovenia    7,120    +356    159    None    4,535    +136    2,426    30    3,425    76    244,052    117,388    2,079,016   
115    Cabo Verde    6,624    +106    71    +2    5,684    +52    869    None    11,879    127    87,076    156,161    557,603   
116    Guadeloupe    6,319    None    77    None    2,199    None    4,043    35    15,792    192    59,202    147,952    400,143   
117    Cuba    5,898    +15    123    None    5,321    +43    454    2    521    11    663,612    58,598    11,324,732   
118    Malawi    5,803    +7    180    None    4,575    +26    1,048    4    301    9    54,727    2,842    19,258,853   
119    Angola    5,725    None    211    None    2,598    None    2,916    16    173    6    85,213    2,572    33,130,301   
120    Eswatini    5,617    +19    113    +1    5,196    +27    308    11    4,828    97    45,325    38,960    1,163,381   
121    Lithuania    5,483    +117    101    +2    2,600    +54    2,782    None    2,022    37    815,260    300,641    2,711,736   
122    Djibouti    5,423    None    61    None    5,353    None    9    None    5,468    62    78,860    79,510    991,821   
123    Nicaragua    5,264    None    153    None    4,225    None    886    None    792    23    None    None    6,645,610   
124    Hong Kong    5,144    +11    105    None    4,885    +10    154    10    685    14    3,311,279    440,720    7,513,332   
125    Congo    5,089    None    89    None    3,887    None    1,113    None    916    16    None    None    5,553,583   
126    Equatorial Guinea    5,052    None    83    None    4,894    None    75    2    3,571    59    61,836    43,705    1,414,850   
127    Suriname    4,979    +14    106    None    4,781    +15    92    3    8,467    180    15,019    25,541    588,043   
128    Trinidad and Tobago    4,887    +41    84    +1    3,010    +59    1,793    14    3,489    60    33,013    23,569    1,400,716   
129    Rwanda    4,883    +10    29    None    3,408    +162    1,446    None    375    2    511,183    39,213    13,036,099   
130    CAR    4,852    None    62    None    1,914    None    2,876    2    1,000    13    32,596    6,718    4,851,994   
131    Bahamas    4,632    +73    102    +2    2,537    +62    1,993    96    11,749    259    22,559    57,220    394,252   
132    Syria    4,504    +47    212    +3    1,198    +15    3,094    None    256    12    None    None    17,611,826   
133    Sri Lanka    4,459    +207    13    None    3,274    +8    1,172    None    208    0.6    303,381    14,152    21,437,536   
134    Réunion    4,385    +57    16    None    3,360    None    1,009    17    4,888    18    35,419    39,485    897,032   
135    Aruba    4,133    +25    31    None    3,678    +35    424    12    38,666    290    33,519    313,587    106,889   
136    Mayotte    3,892    None    42    None    2,964    None    886    2    14,177    153    13,000    47,352    274,537   
137    Somalia    3,745    None    99    None    3,010    None    636    None    234    6    None    None    16,008,413   
138    Estonia    3,715    +56    67    None    2,813    +7    835    3    2,800    50    226,416    170,651    1,326,778   
139    Thailand    3,615    +15    59    None    3,391    +1    165    1    52    0.8    749,213    10,726    69,847,481   
140    Gambia    3,613    None    117    None    2,235    +2    1,261    None    1,484    48    17,728    7,283    2,434,300   
141    Malta    3,442    +68    41    +1    2,865    +53    536    None    7,790    93    270,088    611,250    441,862   
142    Guyana    3,292    +104    95    +3    2,084    +67    1,113    15    4,180    121    15,360    19,503    787,578   
143    Mali    3,210    +15    131    None    2,502    +8    577    None    157    6    57,365    2,812    20,402,112   
144    Botswana    3,172    None    18    None    834    None    2,320    1    1,342    8    222,045    93,922    2,364,134   
145    Iceland    3,172    +91    10    None    2,366    +42    796    4    9,279    29    294,930    862,772    341,840   
146    South Sudan    2,748    +14    50    None    1,290    None    1,408    None    245    4    12,044    1,073    11,228,796   
147    Andorra    2,568    +198    53    None    1,715    +100    800    9    33,222    686    137,457    1,778,251    77,299   
148    Benin    2,411    +54    41    None    1,973    None    397    None    198    3    203,831    16,699    12,205,949   
149    Guinea-Bissau    2,385    None    40    None    1,728    None    617    5    1,204    20    None    None    1,980,178   
150    French Polynesia    2,358    +130    10    +1    1,857    +88    491    7    8,381    36    26,355    93,675    281,346   
151    Sierra Leone    2,287    +10    72    None    1,716    +6    499    None    285    9    None    None    8,019,700   
152    Latvia    2,261    +67    40    None    1,322    None    899    4    1,202    21    344,821    183,374    1,880,428   
153    Belize    2,243    +39    34    +4    1,392    +14    817    5    5,614    85    16,246    40,662    399,536   
154    Burkina Faso    2,222    +25    59    None    1,478    +37    685    None    106    3    None    None    21,052,309   
155    Uruguay    2,206    +29    49    None    1,890    +12    267    1    634    14    254,180    73,103    3,476,990   
156    Yemen    2,049    +2    593    None    1,328    +1    128    None    68    20    None    None    29,998,431   
157    Togo    1,898    +17    49    None    1,419    +9    430    None    228    6    97,635    11,722    8,329,538   
158    Cyprus    1,897    +21    24    +1    1,369    None    504    1    1,568    20    400,197    330,817    1,209,725   
159    New Zealand    1,861    +3    25    None    1,799    +9    37    1    372    5    990,973    198,111    5,002,100   
160    Martinique    1,851    None    22    None    98    None    1,731    14    4,934    59    39,379    104,959    375,186   
161    Lesotho    1,767    +84    40    +1    926    None    801    None    823    19    19,952    9,294    2,146,816   
162    Liberia    1,355    +1    82    None    1,245    +5    28    2    266    16    29,904    5,876    5,088,809   
163    Chad    1,251    +13    89    +1    1,090    +13    72    None    76    5    None    None    16,548,133   
164    Niger    1,200    None    69    None    1,122    +7    9    None    49    3    26,937    1,103    24,430,774   
165    Vietnam    1,099    +1    35    None    1,023    None    41    None    11    0.4    1,009,145    10,342    97,573,680   
166    Sao Tome and Principe    914    None    15    None    888    None    11    None    4,150    68    5,212    23,666    220,234   
167    San Marino    732    None    42    None    680    None    10    3    21,561    1,237    7,755    228,424    33,950   
168    Diamond Princess    712    None    13    None    651    None    48    4    None    None    None    None       
169    Channel Islands    698    +3    48    None    600    None    50    2    4,005    275    123,884    710,780    174,293   
170    Turks and Caicos    695    None    6    None    656    None    33    4    17,886    154    3,504    90,177    38,857   
171    Sint Maarten    689    +3    22    None    592    None    75    6    16,021    512    4,650    108,124    43,006   
172    Papua New Guinea    541    None    7    None    527    None    7    None    60    0.8    25,955    2,887    8,991,763   
173    Taiwan    523    +2    7    None    485    None    31    None    22    0.3    94,734    3,976    23,828,479   
174    Burundi    515    +1    1    None    472    None    42    None    43    0.08    37,522    3,131    11,982,467   
175    Tanzania    509    None    21    None    183    None    305    7    8    0.3    None    None    60,175,755   
176    Curaçao    505    +29    1    None    270    +8    234    2    3,074    6    8,597    52,333    164,275   
177    Comoros    491    None    7    None    468    None    16    None    561    8    None    None    874,471   
178    Faeroe Islands    476    +1        None    452    None    24    None    9,732    None    135,890    2,778,198    48,913   
179    Gibraltar    445    +8        None    376    +8    69    None    13,209    None    50,536    1,500,119    33,688   
180    Saint Martin    412    None    8    None    309    None    95    11    10,607    206    5,170    133,107    38,841   
181    Eritrea    398    None        None    358    None    40    None    112    None    None    None    3,559,491   
182    Mauritius    395    None    10    None    358    +1    27    None    310    8    253,248    199,041    1,272,341   
183    Isle of Man    345    None    24    None    316    None    5    None    4,051    282    13,920    163,467    85,155   
184    Mongolia    315    None        None    308    +1    7    1    96    None    74,922    22,757    3,292,294   
185    Bhutan    300    +1        None    250    +2    50    None    388    None    145,233    187,668    773,881   
186    Cambodia    280    None        None    276    None    4    None    17    None    147,071    8,764    16,780,580   
187    Monaco    227    +3    2    None    202    +4    23    1    5,774    51    51,953    1,321,388    39,317   
188    Cayman Islands    213    None    1    None    210    None    2    None    3,231    15    40,223    610,105    65,928   
189    Barbados    203    +3    7    None    182    None    14    None    706    24    25,393    88,332    287,471   
190    Bermuda    181    None    9    None    170    None    2    None    2,909    145    67,860    1,090,734    62,215   
191    Seychelles    148    None        None    143    None    5    None    1,502    None    5,200    52,786    98,511   
192    Brunei    146    None    3    None    143    None    0    None    333    7    60,615    138,200    438,602   
193    Caribbean Netherlands    141    None    2    None    67    None    72    None    5,364    76    2,796    106,360    26,288   
194    Liechtenstein    131    +1    1    None    116    None    14    None    3,433    26    900    23,586    38,158   
195    Antigua and Barbuda    108    +1    3    None    97    +1    8    None    1,100    31    2,979    30,352    98,147   
196    British Virgin Islands    71    None    1    None    69    None    1    2    2,344    33    5,161    170,414    30,285   
197    St. Vincent Grenadines    64    None        None    64    None    0    None    576    None    5,386    48,507    111,035   
198    St. Barth    62    None        None    37    None    25    None    6,272    None    2,668    269,904    9,885   
199    Macao    46    None        None    46    None    0    None    71    None    4,238    6,503    651,693   
200    Fiji    32    None    2    None    28    None    2    1    36    2    11,034    12,285    898,194   
201    Dominica    31    None        None    24    None    7    None    430    None    2,612    36,261    72,034   
202    Timor-Leste    28    None        None    28    None    0    None    21    None    8,073    6,092    1,325,073   
203    New Caledonia    27    None        None    27    None    0    None    94    None    14,585    50,955    286,234   
204    Saint Lucia    27    None        None    27    None    0    None    147    None    8,439    45,901    183,854   
205    Grenada    24    None        None    24    None    0    None    213    None    6,252    55,492    112,664   
206    Laos    23    None        None    22    None    1    None    3    None    56,074    7,678    7,303,642   
207    Saint Kitts and Nevis    19    None        None    17    None    2    None    356    None    2,455    46,060    53,300   
208    Saint Pierre Miquelon    16    None        None    6    None    10    None    2,765    None    1,967    339,959    5,786   
209    Greenland    15    +1        None    14    None    1    None    264    None    8,748    154,022    56,797   
210    Montserrat    13    None    1    None    12    None    0    None    2,604    200    483    96,735    4,993   
211    Falkland Islands    13    None        None    13    None    0    None    3,708    None    2,261    644,894    3,506   
212    Vatican City    12    None        None    12    None    0    None    14,963    None    None    None    802   
213    Western Sahara    10    None    1    None    8    None    1    None    17    2    None    None    601,177   
214    MS Zaandam    9    None    2    None    None    None    7    None    None    None    None    None       
215    Anguilla    3    None        None    3    None    0    None    199    None    1,020    67,824    15,039   
216    Solomon Islands    1    None        None    None    None    1    None    1    None    None    None    691,287   

Countries Yesterday 2:
countryRank;countryName;totalCases;newCases;totalDeaths;newDeaths;totalRecovered;newRecovered;activeCases;seriousCritical;totCases1Mpop;deaths1Mpop;totalTests;tests1Mpop;population
1    China    85,482    +12    4,634    None    80,635    +7    213    2    59    3    160,000,000    111,163    1,439,323,776   
2    USA    7,727,509    +44,664    215,852    +808    4,935,545    +40,467    2,576,112    14,508    23,309    651    113,319,318    341,811    331,526,317   
3    India    6,754,179    +72,106    104,591    +991    5,741,253    +82,143    908,335    8,944    4,881    76    81,071,797    58,593    1,383,641,495   
4    Brazil    4,970,953    +30,454    147,571    +798    4,352,871    +57,569    470,511    8,318    23,342    693    17,900,000    84,051    212,966,256   
5    Russia    1,237,504    +11,615    21,663    +188    988,576    +6,252    227,265    2,300    8,479    148    48,337,992    331,192    145,951,488   
6    Colombia    869,808    +7,650    27,017    +173    770,812    +4,512    71,979    2,220    17,046    529    3,967,885    77,759    51,028,081   
7    Spain    865,631    +12,793    32,486    +261    N/A    N/A    N/A    1,544    18,512    695    13,689,776    292,769    46,759,706   
8    Peru    832,929    +2,930    32,914    +80    718,065    +5,177    81,950    1,268    25,168    995    3,975,007    120,112    33,094,144   
9    Argentina    824,468    +14,740    21,827    +359    660,272    +11,255    142,369    4,007    18,197    482    2,110,994    46,593    45,307,070   
10    Mexico    789,780    +3,417    81,877    +180    553,937    +3,884    153,966    2,353    6,108    633    2,007,202    15,524    129,295,487   
11    South Africa    683,242    +1,027    17,103    +87    616,857    +1,173    49,282    539    11,481    287    4,294,931    72,174    59,508,227   
12    France    634,763    +10,489    32,365    +66    99,295    +615    503,103    1,426    9,719    496    11,699,517    179,131    65,312,702   
13    UK    530,113    +14,542    42,445    +76    N/A    N/A    N/A    393    7,798    624    26,147,138    384,617    67,982,314   
14    Iran    479,825    +4,151    27,419    +227    394,800    +2,507    57,606    4,200    5,693    325    4,179,338    49,589    84,279,733   
15    Chile    473,306    +1,560    13,070    +33    445,418    +1,965    14,818    847    24,702    682    3,529,067    184,187    19,160,279   
16    Iraq    387,121    +4,172    9,531    +67    316,371    +4,213    61,219    479    9,568    236    2,395,387    59,205    40,459,293   
17    Bangladesh    371,631    +1,499    5,405    +30    284,833    +1,651    81,393    None    2,251    33    2,013,776    12,195    165,129,131   
18    Saudi Arabia    337,243    +477    4,923    +25    322,612    +557    9,708    932    9,647    141    6,775,933    193,832    34,957,825   
19    Italy    330,262    +2,676    36,030    +28    234,099    +1,418    60,133    319    5,465    596    11,944,088    197,627    60,437,566   
20    Turkey    327,557    +1,511    8,553    +55    287,599    +1,229    31,405    1,414    3,873    101    11,044,338    130,576    84,581,980   
21    Philippines    326,812    +2,072    5,865    +25    273,286    +182    47,661    1,758    2,972    53    3,946,226    35,885    109,969,812   
22    Pakistan    315,727    +467    6,523    +6    300,616    +780    8,588    516    1,422    29    3,702,607    16,677    222,023,626   
23    Indonesia    311,176    +4,056    11,374    +121    236,437    +3,844    63,365    None    1,134    41    3,551,507    12,948    274,298,026   
24    Germany    307,119    +2,462    9,635    +19    265,600    +1,900    31,884    447    3,662    115    16,999,253    202,718    83,856,524   
25    Israel    277,026    +4,717    1,797    +40    211,397    +7,042    63,832    880    30,119    195    3,783,730    411,383    9,197,590   
26    Ukraine    234,584    +4,348    4,520    +90    103,401    +2,149    126,663    177    5,373    104    2,423,031    55,496    43,661,584   
27    Canada    171,323    +2,363    9,530    +26    143,994    +1,660    17,799    148    4,529    252    7,759,301    205,104    37,831,018   
28    Netherlands    144,999    +4,528    6,482    +21    N/A    N/A    N/A    211    8,457    378    2,656,731    154,955    17,145,159   
29    Ecuador    142,056    +717    11,702    +21    120,511    None    9,843    354    8,019    661    455,122    25,692    17,714,234   
30    Romania    139,612    +2,121    5,121    +73    109,898    +1,372    24,593    608    7,271    267    2,540,222    132,287    19,202,403   
31    Morocco    137,248    +2,553    2,410    +41    115,354    +2,018    19,484    434    3,707    65    2,753,882    74,374    37,027,450   
32    Bolivia    137,107    +239    8,129    +28    98,007    +460    30,971    71    11,703    694    308,129    26,301    11,715,437   
